Date,Open,High,Low,Close,Volume,ADX-8,ADX-32,AROON-down-8,AROON-up-8,AROON-down-32,AROON-up-32,ATR-8,ATR-32,BBANDS-supper-8,BBANDS-middle-8,BBANDS-lower-8,BBANDS-supper-32,BBANDS-middle-32,BBANDS-lower-32,CCI-8,CCI-32,CMO-8,CMO-32,DX-8,DX-32,EMA-8,EMA-32,MACD-8-16-4,MACD-signal-8-16-4,MACD-hist-8-16-4,MACD-32-64-16,MACD-signal-32-64-16,MACD-hist-32-64-16,MIDPOINT-8,MIDPOINT-32,MINUS-DI-8,MINUS-DI-32,MINUS-DM-8,MINUS-DM-32,PLUS-DI-8,PLUS-DI-32,PLUS-DM-8,PLUS-DM-32,ROC-8,ROC-32,RSI-8,RSI-32,TEMA-8,TEMA-32,TRIX-8,TRIX-32,SMA-8,SMA-32,WMA-8,WMA-32
2/11/2010 16:56:00,11.15,11.38,10.91,11.22,5013500,39.4098450632438,,50.0,25.0,,,0.37651965618890226,,11.655570250383112,11.081249999999999,10.506929749616885,,,,25.771991320313706,,0.149278935229527,,0.437289547961737,,11.099254730434385,11.47099108886022,-0.14644498942916861,-0.18132988425339394,0.034884894824225327,,,,11.065000000000001,,21.22800738778666,,0.6357690414093622,,21.04315999103765,,0.630232947036899,,-0.7957559681697646,,50.07463946761476,,11.095595571277451,,-0.38449189872699074,,11.08125,,11.035277777777775,
2/12/2010 16:56:00,11.18,11.28,10.91,11.22,3168200,34.53827562383354,,37.5,12.5,,,0.37570469916528937,,11.554461132960498,11.048749999999998,10.543038867039499,,,,33.03973380309252,,0.14927893522951904,,0.4372895479617235,,11.126087012560077,11.455779507717176,-0.11672484495585067,-0.15548786853437663,0.03876302357852596,,,,11.030000000000001,,18.601643799342423,,0.5562979112331919,,18.439666023060933,,0.5514538286572866,,-2.2648083623693416,,50.07463946761476,,11.173897905174211,,-0.322646389341541,,11.04875,,11.066111111111107,
2/17/2010 16:56:00,11.36,11.54,11.36,11.54,2641500,32.82170918187265,,25.0,0.0,,,0.368741611769628,,11.621866231693266,11.064999999999998,10.50813376830673,,,,154.77004941087014,,23.281763122086296,,20.80574408814641,,11.218067676435615,11.460883779976742,-0.05981298515505529,-0.1172179151826481,0.05740493002759281,,,,11.094999999999999,,16.574742463114376,,0.48676067232904296,,25.283703638236044,,0.7425221000751256,,1.1393514460999121,,61.640881561043145,,11.389371611988865,,-0.2290495882039889,,11.065,,11.175277777777774,
2/18/2010 16:56:00,11.5,11.51,11.32,11.46,5251800,30.77828599185313,,12.5,87.5,,,0.3501489102984244,,11.729049723712034,11.11375,10.498450276287965,,,,106.45586297760208,,15.628148416678087,,16.47432366171652,,11.271830415005478,11.46083021755391,-0.02755810136614123,-0.08135398965604534,0.053795888289904115,,,,11.094999999999999,,16.701480433598924,,0.46591558828791174,,23.289768163915046,,0.6497068375657349,,3.5230352303523116,,57.814074208339036,,11.472432735796636,,-0.13729038769314528,,11.11375,,11.263055555555551,
2/19/2010 16:56:00,11.41,11.46,11.32,11.35,3221500,28.990290700586055,,0.0,75.0,,,0.3238802965111214,,11.723259018078203,11.2,10.676740981921796,12.301045498876102,11.49125,10.6814545011239,70.7836764174795,-21.224133728463435,5.35038684793859,,16.47432366171651,,11.28920143389315,11.454113234671855,-0.01620519154064759,-0.05529447040988624,0.03908927886923865,,,,11.094999999999999,11.405000000000001,15.795534979024811,,0.4076761397519228,2.0299999999999976,22.026451436390836,,0.568493482870018,1.3500000000000014,6.472795497185735,,52.67519342396929,,11.456593172021359,,-0.06716089902070177,,11.2,11.49125,11.315555555555552,11.31505681818182
2/22/2010 16:56:00,11.39,11.43,11.24,11.24,3012000,26.17894452163488,,0.0,62.5,71.875,3.125,0.30714525944723114,0.3206250000000001,11.592487744862904,11.273749999999998,10.955012255137092,12.239963825524976,11.4625,10.685036174475025,24.344569288389675,-32.55574521119507,-4.364668551704779,-20.175438596491226,6.499521268976652,22.02347680268296,11.278267781916893,11.441136674994773,-0.019493581750847255,-0.040974114946270644,0.02148053319542339,,,,11.274999999999999,11.375,17.83726600710166,20.578161822466583,0.4367166222829325,2.0465624999999976,20.317118332287347,13.150039277297731,0.49743179751126576,1.3078125000000014,5.539906103286385,-7.565789473684214,47.817665724147616,39.91228070175439,11.38116726894589,,-0.026120097607229553,,11.273750000000001,11.462499999999999,11.32444444444444,11.299829545454546
2/23/2010 16:56:00,11.18,11.2,10.95,11.0,3302200,25.580390436908726,,0.0,50.0,68.75,0.0,0.3050021020163274,0.31966796875000014,11.595416397849922,11.272499999999997,10.949583602150073,12.1868482285228,11.428125,10.6694017714772,-95.90643274853785,-81.80264180264251,-22.244076517004448,-24.28878153515835,21.39051184382566,28.412194785487593,11.216430497046472,11.414401118934483,-0.04633872322187749,-0.04311995825651338,-0.003218764965364107,,,,11.27,11.355,27.633439006241083,22.898911806004477,0.6721270444975669,2.2726074218749988,17.894730512959466,12.765787865638206,0.43525282282235755,1.2669433593750012,-0.09082652134423386,-9.090909090909083,38.87796174149777,37.855609232420825,11.202959103252327,,-0.027137069982630102,,11.2725,11.428125,11.263611111111107,11.271799242424242
2/24/2010 16:56:00,11.0,11.05,10.85,10.96,3672600,25.975886460276957,,100.0,37.5,65.625,0.0,0.2918768392642866,0.31592834472656267,11.627357646515996,11.248749999999998,10.870142353483999,12.142584461751545,11.395624999999999,10.648665538248453,-118.40277777777789,-98.17162607647539,-24.917775997170107,-24.954089075774473,28.744358623854556,30.440787192257023,11.159445942147258,11.386861657180878,-0.06773339617332041,-0.05296533342323619,-0.014768062750084222,,,,11.25,11.355,29.554751076914748,23.451184851777946,0.6881111639353706,2.301588439941405,16.357553575226586,12.50564330997361,0.38084621996956286,1.2273513793945325,-1.704035874439458,-8.666666666666655,37.541112001414945,37.52295546211277,11.072264191797169,,-0.051452021167408546,,11.24875,11.395625,11.194166666666662,11.243428030303031
2/25/2010 16:56:00,10.83,11.1,10.68,10.95,4892700,27.691827612029673,,100.0,25.0,62.5,15.625,0.30789223435625074,0.31918058395385757,11.642784992724536,11.214999999999998,10.78721500727546,12.096872602298033,11.363749999999998,10.630627397701963,-102.16450216450085,-103.12286028995861,-25.648245826271072,-25.123887553022676,39.7034156742987,33.73590701262806,11.112902399447867,11.36038519310931,-0.081690958756381,-0.06445558355649411,-0.017235375199886882,,,,11.245,11.355,31.421491586063638,24.171443943622393,0.7720972684434493,2.3996638011932356,13.561648495949783,11.976580148875064,0.3332404424733675,1.1889966487884533,-2.406417112299475,-8.521303258145373,37.17587708686447,37.438056223488665,10.99002314114208,,-0.0841085187616386,,11.215,11.36375,11.127777777777773,11.216420454545455
2/26/2010 16:56:00,10.95,11.07,10.86,11.05,4393300,29.1932761198133,,87.5,12.5,59.375,12.5,0.2956557050617195,0.31576869070529956,11.63510444939449,11.193749999999998,10.752395550605506,12.045306926992751,11.335624999999999,10.625943073007246,-61.38613861386133,-80.15556996018148,-13.075617696615339,-22.26821367185902,39.7034156742987,33.73590701262805,11.098924088459452,11.341573969284505,-0.0786764504962214,-0.07014393033238503,-0.008532520163836377,,,,11.245,11.355,28.625598274417186,23.654930708812152,0.6755851098880181,2.324674307405947,12.354929132520727,11.720655754408273,0.2915853871641966,1.1518405035138142,-1.5151515151515138,-7.531380753138062,43.46219115169233,38.8658931640705,10.997501796640027,,-0.10592754254851178,,11.19375,11.335625,11.091111111111104,11.197405303030305
3/1/2010 16:56:00,11.13,11.23,11.08,11.18,3413900,27.730396448103406,,75.0,0.0,56.25,9.375,0.2811987419290045,0.31152591912075894,11.504901302117641,11.14875,10.792598697882358,11.986208332047285,11.31125,10.636291667952714,6.17886178861781,-36.505110451698066,1.5589875263657247,-18.63482213436748,17.49023874613414,27.670569417905927,11.116940957690684,11.331781607509688,-0.06095599840928223,-0.06646875756314391,0.005512759153861679,,,,11.205,11.355,26.330515676611636,23.21598831223904,0.5911369711520158,2.252028235299511,18.491106881335558,13.152594389457558,0.41513721376867213,1.2758454877790075,-3.119584055459268,-6.521739130434789,50.779493763182856,40.682588932816266,11.075331355473454,,-0.10603768371257871,,11.148750000000001,11.311250000000001,11.088055555555549,11.187973484848486
3/2/2010 16:56:00,11.23,11.34,11.23,11.3,5740000,24.819374982079015,,62.5,0.0,53.125,6.25,0.266048899187879,0.3067907341482352,11.425808495923425,11.128749999999998,10.831691504076572,11.917366590309939,11.289375,10.66138340969006,69.56521739130432,0.780699376524586,13.384919987280908,-15.368112022455568,4.442224719908293,23.689490927548746,11.157620744870531,11.3298554494788,-0.03465226335852556,-0.05374215988129657,0.01908989652277101,,,,11.149999999999999,11.355,24.34745186941659,22.827322283669165,0.5172448497580138,2.1816523529464016,22.276319186229244,14.083367723196972,0.47324506204758754,1.345975316285913,-1.3961605584642212,-5.833333333333323,56.692459993640455,42.31594398877221,11.188699171628695,,-0.08297036578379657,,11.12875,11.289375,11.121666666666657,11.187291666666669
3/3/2010 16:56:00,11.35,11.47,11.24,11.28,5487900,22.864516865920585,,50.0,100.0,50.0,3.125,0.2615427867893942,0.3043910237061029,11.393678643668416,11.12,10.846321356331583,11.828715353702643,11.264999999999999,10.701284646297355,93.03201506591294,19.64094399887874,10.84845047972347,-15.767152480125942,9.180510052811556,19.156683152582552,11.184816134899302,11.326833907086145,-0.017786242222816995,-0.039359792817904735,0.02157355059508774,,,,11.125,11.25,21.666627071140194,22.273993039684985,0.452589243538262,2.1134757169168266,26.04697952087952,15.112064461030581,0.5440894292916398,1.4339135876519788,-0.6167400881057272,-6.467661691542292,55.424225239861734,42.116423759937035,11.246717453904749,,-0.052903503988910305,,11.120000000000001,11.265,11.155277777777767,11.186723484848487
3/4/2010 16:56:00,11.3,11.39,11.2,11.3,2205100,20.555500239823395,,37.5,87.5,46.875,0.0,0.25259993844072004,0.3008163042152872,11.41676631328266,11.1275,10.83823368671734,11.778008607250175,11.249062499999999,10.720116392749823,78.78787878787817,16.58742736397185,13.070897867935605,-15.206430081984,4.392383857143074,20.086843261015165,11.210412549366124,11.325207609686986,-0.003655018770917451,-0.02507788319910982,0.02142286442819237,,,,11.125,11.25,21.60881112448558,22.249258631720107,0.4360155880959802,2.0874296007631767,23.594305523036912,14.806022409118238,0.47607825063018483,1.3891037880378545,0.5338078291815096,-4.318374259102454,56.5354489339678,42.396784959008,11.290392373051588,,-0.020776346948081503,,11.1275,11.2490625,11.195277777777768,11.188844696969701
3/5/2010 16:56:00,11.41,11.42,11.3,11.34,4449300,18.96807326500939,,25.0,75.0,43.75,6.25,0.23602494613562994,0.29516579470855947,11.471496268633777,11.17,10.868503731366223,11.750923364719181,11.239687499999999,10.728451635280816,81.6832779623476,41.44376036267895,17.75711974287039,-14.065822199095985,7.856084441311364,19.026596027061174,11.239209760618095,11.326104118190806,0.010321442258710789,-0.010918153015981577,0.021239595274692366,,,,11.145,11.25,20.23358270285117,21.95932919842384,0.38151363958398266,2.0221974257393276,23.683766761127107,14.938859830574854,0.4465684693014111,1.3756942946616708,3.0909090909090997,-2.577319587628868,58.8785598714352,42.96708890045201,11.335026132940207,,0.01241857787430689,,11.17,11.2396875,11.242499999999987,11.194356060606063
3/8/2010 16:56:00,11.35,11.39,11.24,11.24,3035400,16.646088042928444,,12.5,62.5,40.625,3.125,0.22527182786867625,0.290629363623917,11.462681974534698,11.205,10.947318025465302,11.701027435041823,11.223749999999999,10.746472564958175,42.53578732106397,25.922592259226224,2.040404639262906,-16.206725755097295,0.39219148836180967,20.47612707576527,11.23938536936963,11.320885686785303,0.009185773233063799,-0.0028765825163634268,0.012062355749427225,,,,11.145,11.25,21.880918389904814,22.257651800136916,0.3938244346359853,2.019003756184974,21.70995868033308,14.691829130868575,0.3907474106387347,1.3327038479534936,2.5547445255474477,-4.340425531914893,51.020202319631444,41.89663712245136,11.305451892007365,,0.03196253508817026,,11.205,11.22375,11.258055555555543,11.194375000000004
3/9/2010 16:56:00,11.16,11.45,11.16,11.31,7185200,15.91386514359265,,0.0,50.0,37.5,0.0,0.2333628493850916,0.29060969601066955,11.426918060129827,11.25,11.073081939870173,11.629439713978995,11.206874999999998,10.784310286021002,41.050119331741705,41.99475065616783,11.490859588870471,-14.1517808008812,10.788304848242097,22.388352333254012,11.255077509509713,11.320225948192254,0.01548650303289989,0.0044686517033419,0.01101785132955799,,,,11.195,11.11,22.768128867709166,22.42788222125242,0.4245963803064872,2.0359098888041935,18.333915068962607,14.22247182581087,0.34190398430889285,1.2910568527049469,3.287671232876721,-4.556962025316446,55.74542979443523,42.924109599559394,11.321369929192498,,0.04912119972286799,,11.25,11.206875,11.281388888888877,11.199602272727276
3/10/2010 16:56:00,11.35,11.53,11.33,11.35,4214600,14.051917826193135,,0.0,100.0,34.375,0.0,0.231692493211955,0.2884031430103361,11.390819891599646,11.2875,11.184180108400353,11.605524351919886,11.2,10.794475648080113,149.68553459119627,87.87081813297097,16.736679285049902,-12.973373937840776,1.0182866043965186,19.424055918011273,11.276171396285331,11.322030436180603,0.02358866392735237,0.012116656592946088,0.011472007334406283,,,,11.265,11.094999999999999,20.063144924732377,21.88049110396545,0.3715218327681763,1.9722877047790626,20.475949088613994,14.762865103911397,0.3791659862702813,1.3307113260579173,2.714932126696823,-1.9014693171996555,58.368339642524944,43.51331303107961,11.349508038448809,,0.06636004328866019,,11.2875,11.200000000000001,11.303611111111097,11.20827651515152
3/11/2010 16:56:00,11.3,11.43,11.24,11.41,2278200,13.689803813399513,,0.0,87.5,31.25,0.0,0.22648093156046056,0.28532804479126306,11.411611155614576,11.31625,11.220888844385424,11.615275929224834,11.204062500000001,10.792849070775167,63.29113924050669,69.04782104578388,24.416248937144374,-11.195990038773703,11.15500572384416,21.628408270312484,11.305911085999703,11.32736192489693,0.03480678313132657,0.02119270720829828,0.013614075923028289,,,,11.325,11.094999999999999,22.928981730546038,22.423260053525347,0.41508160367215413,2.0006537140047165,18.326887190933366,14.448487875117898,0.33177023798649613,1.2891265971186074,2.0572450805008913,1.152482269503552,62.20812446857219,44.40200498061315,11.39548800553948,,0.08658948481190532,,11.31625,11.2040625,11.330833333333317,11.221003787878793
3/12/2010 16:56:00,11.47,11.48,11.26,11.29,2849500,12.385429721780481,,62.5,75.0,28.125,21.875,0.22567081511540307,0.2832865433915361,11.411436507609617,11.315000000000001,11.218563492390386,11.615833913501362,11.204375000000002,10.792916086498643,17.840375586858272,59.48153705092985,2.753987904662888,-13.989653701529583,3.2548110804472494,19.749672406898878,11.30237528911088,11.325097565812268,0.029046491522777274,0.02433422093408988,0.004712270588687395,,,,11.325,11.094999999999999,20.132773454749305,21.866688741301836,0.36319640321313484,1.9381332854420692,18.863517844575398,14.653976913633313,0.34029895823818485,1.2988413909586516,-0.08849557522124796,0.08865248226950229,51.37699395233145,43.00517314923521,11.356482645086295,,0.0929383024631747,,11.315,11.204375,11.324999999999982,11.226212121212125
3/15/2010 16:56:00,11.24,11.37,11.19,11.26,2544500,12.4788919472322,,50.0,62.5,25.0,18.75,0.21996196322597766,0.28005883891055056,11.413371205008618,11.312500000000002,11.211628794991386,11.61097271143294,11.201875000000003,10.792777288567066,-99.9999999999996,29.106190041745325,-2.115385417908028,-14.682295976534023,13.133127525394237,21.50196177505503,11.292958558197352,11.321152258793342,0.021196709921543544,0.023079216529071345,-0.0018825066075278014,,,,11.325,11.094999999999999,22.052643238585226,22.216203664409413,0.3877968528114933,1.9475666202720048,16.93265438546431,14.353088452107693,0.2977615884584117,1.2582525974911938,-0.17730496453900457,-0.7054673721340388,48.94230729104599,42.65885201173299,11.314194245748954,,0.0880047507161974,,11.3125,11.201875,11.31277777777776,11.229583333333338
3/16/2010 16:56:00,11.24,11.45,11.24,11.36,0,10.941445678483136,,37.5,50.0,21.875,15.625,0.21871671782273033,0.27786950019459583,11.42488088481632,11.320000000000002,11.215119115183684,11.620897394269429,11.210625000000004,10.800352605730579,29.629629629627487,58.24711227897302,13.500258218142932,-11.590210954675067,0.1793217972396919,18.45071776277022,11.30785665637572,11.323506667351321,0.025712958890068194,0.024132713473470086,0.0015802454165981077,,,,11.325,11.094999999999999,19.404346561246065,21.680102878883947,0.33932224621005663,1.8867051633885046,19.47406402584907,14.926011948219505,0.3405413899011103,1.298932203819594,0.5309734513274211,2.5270758122743597,56.750129109071466,44.20489452266247,11.34015124618635,,0.08720658565690709,,11.32,11.210625,11.323333333333315,11.239166666666671
